,NAME,DEVELOPER,PUBLISHER,BASE PRICE,SUCCESS,Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,Movie,RPG,Racing,Simulation,Sports,Strategy,LAN Co-op,Online Co-op,Online PvP,Shared/Split Screen Co-op,Shared/Split Screen PvP,Single-player,NEGATIVE REVIEWS,POSITIVE REVIEWS,TOTAL REVIEWS,ALL TIME PEAK,positive_review_rate,peak_ratio,log_negative_reviews,log_positive_reviews,log_total_reviews,log_all_time_peak
80,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,"SNK CORPORATION,Code Mystics",SNK CORPORATION,14.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,224,3851,4075,589,0.945030674846626,0.193548387096774,5.41610040220442,8.25634777291802,8.31287139434261,6.38012253689976
81,Resident Evil Revelations,Capcom,Capcom,19.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2886,10779,13665,2083,0.788803512623491,0.0480076812289966,7.96797317966293,9.28544784446299,9.52266627534072,7.64204440287326
82,Reus,Abbey Games,Abbey Games,9.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1199,4393,5592,4178,0.785586552217454,0.0021541407371948,7.09007683577609,8.38799525294456,8.62927109482159,8.33782726244791
83,THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION,SNK CORPORATION,19.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,925,8805,9730,1053,0.904933196300103,0.0759734093067426,6.83087423464618,9.0831885863157,9.18307194482199,6.96034772910131
84,Sea Dogs: To Each His Own,BlackMark Studio,"Akella,Valkyrie Initiative",14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,565,1666,2231,449,0.74675033617212,0.278396436525612,6.33859407820318,7.41878088275079,7.7106533235012,6.10924758276437
85,Cry of Fear,Team Psykskallar,Team Psykskallar,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7045,51059,58104,3052,0.878751893157098,0.307339449541284,8.86021535890118,10.8407566907955,10.970006997657,8.02387999273488
86,Xenonauts,Goldhawk Interactive,Goldhawk Interactive,24.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,574,4069,4643,1601,0.876373034675856,0.0555902560899438,6.35437004079735,8.31139827843664,8.44333134281778,7.3790081276283
87,Octodad: Dadliest Catch,Young Horses,Young Horses,14.99,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,596,8891,9487,1810,0.937177189838727,0.0093922651933701,6.3919171133926,9.09290727508409,9.15778312123751,7.50163445788341
88,Gnomoria,Robotronic Games,Robotronic Games,14.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,828,2666,3494,2040,0.763022323983973,0.0107843137254902,6.7202201551353,7.88870952418201,8.15908865466791,7.62119516280984
89,FEZ,Polytron Corporation,Trapdoor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1074,13342,14416,2526,0.925499445061043,0.0126682501979414,6.98007594056176,9.49874718174242,9.5761633448119,7.83478810738819
90,Brothers - A Tale of Two Sons,Starbreeze Studios AB,505 Games,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2240,38227,40467,2019,0.944646254973188,0.0113917781079742,7.71467747380093,10.5513235103861,10.6082668173258,7.61085279039525
91,Cities in Motion 2,Colossal Order Ltd.,Paradox Interactive,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1036,1409,2445,1736,0.576278118609407,0.0149769585253456,6.94408720822953,7.25134498337221,7.80220931624712,7.4599147662411
92,Sacred 2 Gold,Studio II,THQ Nordic,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,767,2412,3179,1138,0.758729160113243,0.0773286467486819,6.64378973314767,7.78862606562503,8.06463647577422,7.03790596344718
93,F1 2014,Codemasters,"Codemasters,Electronic Arts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,449,2438,2887,2356,0.84447523380672,0.0093378607809847,6.10924758276437,7.79934339821592,7.96831950001272,7.76514490293613
94,Desktop Dungeons,QCF Design,QCF Design,14.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,326,1803,2129,2998,0.84687646782527,0.0083388925950633,5.78996017089725,7.49776170062257,7.66387725870347,8.00603417874901
95,Age of Wonders III,Triumph Studios,Paradox Interactive,29.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2383,9802,12185,18477,0.804431678292983,0.016831736753802,7.77653502818524,9.19044374026173,9.40804303080844,9.82433611423069
96,Galactic Civilizations III,Stardock Entertainment,Stardock Entertainment,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2386,7793,10179,6225,0.765595834561352,0.0326104417670683,7.77779262633883,8.96110948589866,9.22818029010451,8.73648935100155
97,Sniper Elite: Nazi Zombie Army,Rebellion,Rebellion,14.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,527,3930,4457,3168,0.881759030738165,0.0022095959595959,6.26909628370626,8.27664912542186,8.40245551394581,8.06117135969092
98,Euro Truck Simulator 2,SCS Software,SCS Software,19.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19030,721988,741018,69695,0.974319112356245,0.570973527512734,9.85382450751703,13.4897651823018,13.5157815449751,11.1518982062926
99,God Mode,Old School Games,ATLUS USA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,743,1769,2512,2249,0.70421974522293,0.0,6.61204103483309,7.47873482556787,7.82923253754359,7.71868549519847
100,"10,000,000",EightyEightGames,EightyEightGames,4.99,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,221,1985,2206,1181,0.899818676337262,0.0050804403048264,5.40267738187228,7.59387784460512,7.69938940625674,7.07496319796604
101,March of the Eagles,Paradox Development Studio,Paradox Interactive,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,117,245,362,1258,0.676795580110497,0.0039745627980922,4.77068462446567,5.50533153593236,5.89440283426485,7.13807303404435
102,Castle Story,Sauropod Studio,Sauropod Studio,9.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3430,5852,9282,1565,0.630467571644042,0.0472843450479233,8.14060704285845,8.67470962929122,9.13594004939993,7.35627987655075
103,Heroes & Generals,TLM Partners,TLM Partners,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,46984,96633,143617,20882,0.672852099681792,0.000430993199885,10.7575836808172,11.4786859251485,11.8749122759302,9.94669070983678
104,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,Stardock Entertainment,24.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,604,1788,2392,2627,0.747491638795987,0.0152264940997335,6.40522845803084,7.48941208350872,7.78030308790837,7.8739783796045
105,Baldur's Gate: Enhanced Edition,Beamdog,Beamdog,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1206,13683,14889,3756,0.919000604473101,0.163738019169329,7.09589322109753,9.52398254609749,9.60844512567805,8.23137604557397
106,Remember Me,DONTNOD Entertainment,Capcom,29.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2599,12625,15224,3048,0.829282711508145,0.0114829396325459,7.86326672400957,9.44351345892757,9.6306940925781,8.02256894698825
107,Wreckfest,Bugbear,THQ Nordic,29.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4358,31172,35530,3827,0.877343090346186,0.18865952443167,8.37999795223839,10.3473076145208,10.4781608338484,8.25009775257285
108,DLC Quest,Going Loud Studios,Going Loud Studios,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,728,5510,6238,1032,0.88329592818211,0.001937984496124,6.59167373200866,8.61450137388324,8.73857519211079,6.94022246911964
109,War for the Overworld,Brightrock Games,Brightrock Games,29.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1034,6418,7452,2227,0.861245303274289,0.0314324202963628,6.94215670569947,8.76701762131178,8.91637191488169,7.70885960104718
110,Universe Sandbox,Giant Army,Giant Army,29.99,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,860,22117,22977,723,0.962571266919093,0.448132780082988,6.75809450442773,10.0041470356353,10.0422925154133,6.58479139238572
111,Warframe,Digital Extremes,Digital Extremes,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,75990,495323,571313,181509,0.866990598848617,0.33690891360759,11.2383701912035,13.1129673728839,13.255694249926,12.109066027588
112,Ragnarok Online 2,"Gravity, Inc.",Gravity Interactive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1300,1831,3131,9183,0.584797189396359,0.0009800718719372,7.1708884785125,7.51316354523408,8.04942705711069,9.12521811855935
113,Cities XL Platinum,Focus Entertainment,Focus Entertainment,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,673,919,1592,1638,0.577261306532663,0.0048840048840048,6.51323011091231,6.82437367004309,7.37337430991005,7.40184157874383
114,Deadfall Adventures,The Farm 51,THQ Nordic,19.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,639,1808,2447,1943,0.738863914997957,0.0041173443129181,6.46146817635372,7.50052948539529,7.80302664363222,7.57250298502038
115,Company of Heroes 2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,22240,82901,105141,161908,0.788474524685898,0.0280838500877041,10.0096927113824,11.3254144662847,11.5630670964486,11.994789727991
116,Eador. Masters of the Broken World,Snowbird Games,Snowbird Games,19.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,843,1820,2663,115993,0.683439729628239,0.0004827877544334,6.73815249459596,7.50714107972761,7.88758403166028,11.6612937446128
117,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14412,103738,118150,69246,0.878019466779518,0.0521040926551714,9.5758858560831,11.5496334083756,11.6797187463964,11.1454351018116
118,Gone Home,Fullbright,Fullbright,14.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4014,13403,17417,1198,0.769535511282081,0.0058430717863105,8.29779262638086,9.5033084488572,9.76525943325269,7.08924315502751
119,Mars: War Logs,Spiders,Focus Entertainment,4.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,684,2010,2694,1445,0.746102449888641,0.0034602076124567,6.52941883826223,7.60638738977265,7.8991534833431,7.27655640271871
120,Broken Age,Double Fine Productions,Double Fine Productions,14.99,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1283,6528,7811,3134,0.835744462936884,0.0038289725590299,7.15773548424991,8.78400907118663,8.96341629199657,8.05038445306702
121,Stronghold Crusader 2,FireFly Studios,FireFly Studios,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4481,11163,15644,5698,0.713564305804142,0.0737100737100737,8.40782465436087,9.32044959465621,9.65790665610298,8.648045999835
122,TrackMania² Stadium,Nadeo,Ubisoft,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,712,5721,6433,3541,0.889320690191202,0.029370234397063,6.5694814204143,8.65207367361006,8.76935170779897,8.17244681834278
123,Shadow Warrior,Flying Wild Hog,Devolver Digital,29.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1954,23474,25428,24792,0.92315557652981,0.0016134236850597,7.57814547241947,10.0636913040765,10.1436455340095,10.1183166342463
124,Prison Architect,"Double Eleven,Introversion Software",Paradox Interactive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7119,61464,68583,16211,0.89619876645816,0.0721115292085621,8.87066300440602,11.0262231861014,11.1358145503586,9.6935069877482
125,Evoland,Shiro Games,Shiro Unlimited,9.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1002,4780,5782,1202,0.826703562781045,0.0049916805324459,6.91075078796194,8.4724050086261,8.66267785815822,7.09257371597468
126,Sword of the Stars: The Pit,Kerberos Productions,Kerberos Productions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,231,1257,1488,1298,0.844758064516129,0.0053929121725731,5.44673737166631,7.13727843726039,7.30586003268401,7.1693500166706
127,Surgeon Simulator,Bossa Studios,tinyBuild,9.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2858,13329,16187,3397,0.823438561808859,0.0105975861053871,7.95822719232231,9.49777241317275,9.69202550599576,8.13094230223188
128,Organ Trail: Director's Cut,The Men Who Wear Many Hats,The Men Who Wear Many Hats,4.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,358,2635,2993,4410,0.880387570998998,0.0031746031746031,5.88332238848828,7.8770178956224,8.00436556497957,8.39185670010494
129,Worms Clan Wars,Team17 Digital Ltd,Team17 Digital Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,654,2406,3060,2084,0.786274509803922,0.0249520153550864,6.48463523563525,7.78613643778307,8.02649693894541,7.6425241342329
130,Kenshi,Lo-Fi Games,Lo-Fi Games,29.99,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3783,76249,80032,10935,0.952731407437025,0.42350251486054,8.23853693017177,11.2417726944697,11.2901943286013,9.29981537840379
131,Mad Max,Avalanche Studios,"Warner Bros. Games,Warner Bros. Interactive Entertainment",19.99,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5831,66375,72206,33356,0.919244938093787,0.0220949754167166,8.67111527368849,11.1030908243441,11.1872922730899,10.4150229243714
132,Receiver,Wolfire Games,Wolfire Games,4.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,812,3262,4074,1165,0.800687285223368,0.0034334763948497,6.70073110954781,8.09040229659332,8.31262602567496,7.06133436691044
133,Teleglitch: Die More Edition,Test3 Projects,Paradox Interactive,12.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426,2397,2823,1430,0.849096705632306,0.0034965034965035,6.05678401322862,7.78239033558746,7.94590959861313,7.26612877955645
134,Project CARS,Slightly Mad Studios,"Codemasters,Slightly Mad Studios,Electronic Arts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2995,11331,14326,10688,0.790939550467681,0.0072979041916167,8.00503334463711,9.33538586095041,9.56990114789337,9.27697045427395
135,Shadowrun Returns,Harebrained Schemes,Paradox Interactive,14.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1487,11517,13004,24242,0.885650569055675,0.0010725187690784,7.30518821539304,9.35166630806662,9.47308917788275,10.0958831949016
136,Poker Night 2,Telltale Games,Telltale Games,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,890,6158,7048,11178,0.87372304199773,0.0033100733583825,6.79234442747081,8.72566970568704,8.86064104177388,9.32179229727033
137,Blitzkrieg 3,Nival,Nival,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3221,3937,7158,1041,0.550013970382789,0.0259365994236311,8.07775756373692,8.27842825919907,8.87612558539618,6.94889722231331
138,King’s Bounty: Legions,Nival,Nival,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,606,694,1300,1552,0.533846153846154,0.0103092783505155,6.4085287910595,6.54391184556479,7.1708884785125,7.34794382314869
139,METAL GEAR RISING: REVENGEANCE,PlatinumGames,KONAMI,29.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2954,70740,73694,11964,0.959915325535322,0.0369441658308258,7.9912539298402,11.1667805989332,11.2076902332709,9.38974100034247
140,Warhammer: End Times - Vermintide,Fatshark,Fatshark,29.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4080,16451,20531,24594,0.801276119039501,0.0019516955354964,8.31409733540581,9.70820232935031,9.92973992368019,10.1102984492294
141,Dust: An Elysian Tail,Humble Hearts LLC,Xbox Game Studios,14.99,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,840,17372,18212,2651,0.953876564902262,0.0067898906073179,6.73459165997295,9.7626725558939,9.80989090379854,7.88306935130575
142,Dungeon Defenders II,Chromatic Games,Chromatic Games,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4728,16400,21128,18744,0.77622112836047,0.022887323943662,8.46146904264388,9.70509758756311,9.95840178341352,9.83868232917001
143,Starpoint Gemini 2,Little Green Men Games,Little Green Men Games,34.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1234,2822,4056,19908,0.695759368836292,0.0008036970062286,7.11882624906208,7.94555542825349,8.30819906320645,9.8989271697798
144,War Thunder,Gaijin Entertainment,Gaijin Network Ltd,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,229923,374882,604805,121180,0.61983945238548,0.667271827034164,12.3455040985171,12.8343692562704,13.3126630244332,11.7050405746518
145,DARK SOULS™ II,"FromSoftware, Inc","BANDAI NAMCO Entertainment,FromSoftware, Inc",24.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4757,37463,42220,79528,0.887328280435812,0.0043380947590785,8.4675826908629,10.5311357508634,10.6506730065789,11.2838770140006
146,Takedown: Red Sabre,Serellan LLC,505 Games,4.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3331,2309,5640,1071,0.409397163120567,0.0056022408963585,8.11132800328673,7.74500280351584,8.63781663373998,6.97728134163075
147,Blood Bowl 2,Cyanide Studios,Nacon,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1841,6763,8604,6503,0.786029753602975,0.0499769337228971,7.51860721681525,8.81936971001847,9.06009870864564,8.78017265122765
148,Anomaly 2,11 bit studios,11 bit studios,14.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,199,762,961,3001,0.792924037460978,0.0009996667777407,5.29831736654804,6.63725803128446,6.86901445066571,8.00703401219341
149,Europa Universalis IV,"Paradox Development Studio,Paradox Tinto",Paradox Interactive,39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15954,107618,123572,47844,0.870893082575341,0.36602290778363,9.67752753871234,11.5863524910471,11.7245873535409,10.7757218982134
150,Elsword,KOG,KOG Games,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2414,6943,9357,2524,0.742011328417228,0.141045958795563,7.78945456608667,8.84563325634019,9.14398687142616,7.83399634170946
151,Dreamfall Chapters,Red Thread Games,Red Thread Games,24.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,748,3585,4333,1679,0.827371336256635,0.0071471113758189,6.61873898351722,8.18479265416508,8.3742461820963,7.4265490723973
152,Planet Explorers,Pathea Games,Pathea Games,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2533,4207,6740,2107,0.624183976261128,0.007593735168486,7.83755436088108,8.34474275441755,8.81596356085344,7.65349490966125
153,Agarest: Generations of War,Idea Factory,Ghostlight LTD,14.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,520,1316,1836,3791,0.71677559912854,0.0029016090741229,6.25575004175337,7.18311170174328,7.51588908521513,8.24064886337491
154,Transistor,Supergiant Games,Supergiant Games,19.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1719,28127,29846,6657,0.942404342290424,0.0042060988433228,7.4500795698075,10.2445208004849,10.3038396112575,8.80357441813497
155,The Banner Saga,Stoic,Stoic Studio,7.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1656,13409,15065,4436,0.890076335877863,0.0103697024346258,7.41276401742656,9.50375597627572,9.62019582838564,8.39773375137891
156,Deus Ex: Human Revolution - Director's Cut,Eidos Montreal,Eidos Interactive Corp.,19.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2085,24506,26591,3392,0.92159001165808,0.0592570754716981,7.64300363556072,10.10671407001,10.1883656976552,8.12946976478423
157,Sniper Elite 3,Rebellion,Rebellion,29.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4526,21038,25564,10861,0.822954154279456,0.0208083970168493,8.41781474743596,9.95413313720502,10.1489795075141,9.29302573859479
