"NAME","GENRES","DEVELOPER","PUBLISHER","RELEASE DATE","PLATFORMS","TAGS","SP/COOP/MP","BASE PRICE","NEGATIVE REVIEWS","POSITIVE REVIEWS","TOTAL REVIEWS","24-HR PEAK (2/28)","ALL TIME PEAK","positive_review_rate","peak_ratio","success","log_negative_reviews","log_positive_reviews","log_total_reviews","log_peak","log_all_time_peak"
"Mechanic Escape","Action,Adventure,Indie","Slak Games","Plug In Digital",2014-04-15,"Windows,macO","Indie,Action,Adventure,Platformer,2D","Single-player",4.99,113,668,781,0,1380,0.855313700384123,0,0,4.7361984483945,6.50578406012823,6.66185474054531,0,7.23056315340929
"XCOM® 2","Strategy","Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)","2K,Feral Interactive (Mac),Feral Interactive (Linux)",2016-02-04,"Windows,macOS,SteamOS,Linu","Strategy,Turn-Based,Turn-Based Strategy,Tactical,Turn-Based Tactics,Aliens,Sci-fi,Character Customization,Singleplayer,Difficult,Multiplayer,RPG,Moddable,Perma Death,Futuristic,Action,Atmospheric,Great Soundtrack,Co-op,Open World","Single-player",59.99,14560,78185,92745,0,0,0.843010404873578,NA,0,9.5861020007109,11.266845882373,11.4376198528551,0,0
"From the Depths","Action,Adventure,Indie,Simulation,Strategy","Brilliant Skies Ltd.","Brilliant Skies Ltd.",2020-11-06,"Windows,macOS,SteamOS,Linu","Building,Naval Combat,Sandbox,Physics,Vehicular Combat,Crafting,RTS,Strategy,Gun Customization,Voxel,Multiplayer,Survival,Co-op Campaign,War,Tutorial,Military,Simulation,Artificial Intelligence,Naval,Space","Single-player,Online PvP,Online Co-op",24.99,1060,9393,10453,0,0,0.898593705156414,NA,0,6.96696713861398,9.14782646658694,9.25473995927287,0,0
"Magicite","Action,Adventure,Indie,RPG","SmashGames","SmashGames",2014-06-09,"Windows,macOS,SteamOS,Linu","Indie,RPG,Roguelike,Multiplayer,Pixel Graphics,2D,Adventure,Action Roguelike,Platformer,Crafting,Co-op,Perma Death,Action,Survival,Difficult,Online Co-Op,Roguelite,Singleplayer,Sandbox,Side Scroller","Single-player",9.99,1118,6429,7547,18,1970,0.851861666887505,0.00913705583756345,0,7.02019070831193,8.76872981723167,8.92903790648844,2.94443897916644,7.58629630715272
"Satellite Reign","Action,Indie,Strategy","5 Lives Studios","5 Lives Studios",2015-08-28,"Windows,macOS,SteamOS,Linu","Cyberpunk,Strategy,Action,Sci-fi,Indie,Tactical,Real-Time,Stealth,Open World,Co-op,Isometric,Top-Down,Class-Based,Singleplayer,RPG,Kickstarter,RTS,Multiplayer,Atmospheric,Great Soundtrack","Single-player,Online PvP,Online Co-op,LAN Co-op",29.99,1459,3633,5092,13,7202,0.713472113118617,0.00180505415162455,0,7.28619171470238,8.19808924895612,8.5356223268846,2.63905732961526,8.88225288488936
"Cuphead","Action,Indie","Studio MDHR Entertainment Inc.","Studio MDHR Entertainment Inc.",2017-09-29,"Windows,macO","Difficult,Cartoon,Co-op,Platformer,Great Soundtrack,Local Co-Op,2D,Hand-drawn,Multiplayer,Indie,Retro,Cartoony,Bullet Hell,Action,Shoot 'Em Up,Singleplayer,Side Scroller,Colorful,Funny,Souls-like","Single-player,Shared/Split Screen Co-op",19.99,5562,150003,155565,1419,19076,0.964246456465143,0.0743866638708325,1,8.62389281007529,11.9184172393895,11.9548253578524,7.25841215059531,9.85623869993552
"Hero Siege","Action,Adventure,Indie,Massively Multiplayer,RPG","Panic Art Studios Ltd.","Panic Art Studios Ltd.",2014-01-29,"Windows,SteamOS,Linu","Action RPG,Pixel Graphics,Hack and Slash,Action Roguelike,RPG,Multiplayer,Indie,Action,Co-op,Adventure,2D,Local Co-Op,Roguelite,Top-Down,Bullet Hell,Roguelike,Fantasy,Controller,Difficult,Singleplayer","Single-player,Online Co-op",7.99,11946,27744,39690,305,4912,0.69901738473167,0.0620928338762215,0,9.38823547981722,10.23081092276,10.588879740723,5.72358510195238,8.49964003216865
"LOVE","Action,Indie","Fred Wood","Fred Wood",2014-02-07,"Windows,SteamOS,Linu","Platformer,Indie,Pixel Graphics,Retro,Action,Great Soundtrack,Short,Precision Platformer,Minimalist,2D,Difficult,Singleplayer","Single-player",2.99,106,1039,1145,0,0,0.907423580786026,NA,0,4.67282883446191,6.94697599213542,7.04403289727469,0,0
"Burning Cars","Racing","Polynetix Studio","Polynetix Studio",2014-01-31,"Windows","Racing","Single-player",5.99,34,4,38,0,964,0.105263157894737,0,0,3.55534806148941,1.6094379124341,3.66356164612965,0,6.87212810133899
"Tumblestone","Action,Casual,Indie,Strategy","The Quantum Astrophysicists Guild","The Quantum Astrophysicists Guild",2016-07-12,"Windows,macOS,SteamOS,Linu","Indie,Casual,Action,Strategy,Puzzle,Match 3,Singleplayer,Local Multiplayer,4 Player Local,Arcade,Local Co-Op,2D,Co-op,Competitive,Multiplayer,Relaxing,Split Screen,Funny,Family Friendly,Hand-drawn","Single-player,Online PvP,Shared/Split Screen PvP",0,441,1414,1855,4,13135,0.762264150943396,0.000304529881994671,0,6.0913098820777,7.25488481007734,7.52617891334615,1.6094379124341,9.48311183169221
"Secrets of Grindea","Action,Adventure,Indie,RPG,Early Access","Pixel Ferrets","Pixel Ferrets",2015-07-13,"Windows","Early Access,Singleplayer,Adventure,Multiplayer,Indie,Action RPG,JRPG,Character Customization,Co-op Campaign,Funny,Action-Adventure,RPG,2D,Cute,Top-Down,Story Rich,Action,Anime,Pixel Graphics,Hack and Slash","Single-player,Online Co-op",14.99,660,5610,6270,219,434,0.894736842105263,0.504608294930876,0,6.49375383985169,8.63248423575097,8.74369111054302,5.39362754635236,6.07534603108868
"X-Plane 11","Simulation","Laminar Research","Laminar Research",2017-03-30,"Windows,macOS,SteamOS,Linu","Simulation,Flight,Realistic,Open World,Multiplayer,VR,Singleplayer,Physics,First-Person,Sandbox,Atmospheric,Adventure,Family Friendly,Third Person,Education,Action,Exploration,Beautiful,Massively Multiplayer,Controller","Single-player,Shared/Split Screen PvP",29.99,1253,15934,17187,747,4173,0.927096060976319,0.179007907979871,0,7.13409372119287,9.67627322685144,9.75196674489489,6.61740297797448,8.33663008763715
"//N.P.P.D. RUSH//- The milk of Ultraviolet","Action,Indie","Rail Slave Games","KPL",2014-02-13,"Windows","Indie,Bullet Hell,Retro,Action,Shooter,Illuminati,Surreal,Cyberpunk,Shoot 'Em Up,Experimental,Psychedelic,2D,Action RPG","Single-player",3.99,522,253,775,0,0,0.326451612903226,NA,0,6.25958146406492,5.53733426701854,6.65415252018322,0,0
"RUNNING WITH RIFLES","Action,Indie","Osumia Games","Osumia Games",2015-04-02,"Windows,macOS,SteamOS,Linu","Top-Down Shooter,Action,Tactical,Artificial Intelligence,Military,Open World,Sandbox,Wargame,Top-Down,Moddable,Loot,Singleplayer,Multiplayer,PvE,Co-op,Co-op Campaign,Online Co-Op,Shooter,RPG,Isometric","Single-player,Online PvP,Online Co-op,LAN Co-op",14.99,1804,13344,15148,266,14127,0.880908370742012,0.0188291923267502,0,7.49831587076698,9.49889706183862,9.62568980215832,5.58724865840025,9.55591392284374
"Lambda Wars","Free to Play,Strategy","Vortal Storm","Vortal Storm",2014-12-05,"Windows","Free to Play,Strategy,RTS,Multiplayer,Mod,Action,Co-op,Sandbox,Singleplayer,Zombies,Sci-fi,Survival,Shooter,Aliens,Atmospheric,Adventure,Open World,Building,Post-apocalyptic,FPS","Single-player,Online PvP,Online Co-op",0,456,5823,6279,47,980,0.927376970855232,0.0479591836734694,0,6.12468339089421,8.66974258987652,8.74512525946224,3.87120101090789,6.88857245956536
"Yet Another Zombie Defense","Action,Casual,Indie,Strategy","Awesome Games Studio","Awesome Games Studio",2014-03-28,"Windows","Zombies,Survival,Multiplayer,Co-op,Tower Defense,Action,Indie,Shooter,Strategy,Online Co-Op,Casual,Top-Down,Horror,Free to Play,Singleplayer,Isometric,Local Co-Op,Arcade,Difficult,Funny","Single-player",0,1629,10607,12236,9,65806,0.866868257600523,0.000136765644470109,0,7.39633529380081,9.26936371242564,9.41221942798567,2.30258509299405,11.0944814946339
"Car Mechanic Simulator 2014","Simulation","PlayWay S.A.,Red Dot Games","PlayWay S.A.",2014-01-24,"Windows,macO","Automobile Sim,Simulation,Singleplayer,Education,First-Person,Realistic,Puzzle,Racing,Strategy,Multiplayer,Indie,Casual,Great Soundtrack,Management,Free to Play,RPG","Single-player",6.99,852,4152,5004,3,1078,0.829736211031175,0.00278293135435993,0,6.74875954749168,8.33158624363075,8.51819269174932,1.38629436111989,6.98378996525813
"American Truck Simulator","Indie,Simulation","SCS Software","SCS Software",2016-02-02,"Windows,macOS,SteamOS,Linu","Automobile Sim,Driving,Open World,Transportation,Simulation,America,Realistic,Moddable,Relaxing,Exploration,Economy,Management,Atmospheric,Immersive Sim,Multiplayer,Singleplayer,Adventure,Casual,Family Friendly,Level Editor","Single-player,Online Co-op",19.99,4743,141921,146664,8174,19138,0.967660775650466,0.427108370780646,1,8.46463594067756,11.8630328898906,11.8959063535254,9.00883599576545,9.85948341703807
"Offworld Trading Company","Indie,Simulation,Strategy","Mohawk Games","Stardock Entertainment",2016-04-28,"Windows,macO","Replay Value,Atmospheric,3D,PvP,Sci-fi,Strategy,Simulation,Colorful,Resource Management,Colony Sim,Economy,City Builder,Exploration,Multiplayer,Management,Singleplayer,Space,Survival,Online Co-Op,Base Building","Single-player,Online PvP,Online Co-op",29.99,1252,4171,5423,42,2698,0.769131477042228,0.0155670867309118,0,7.13329595489607,8.33615081612066,8.59858882962023,3.76120011569356,7.900636613018
"Star Control®: Origins","Action,Adventure,Simulation","Stardock Entertainment","Stardock Entertainment",2018-09-20,"Windows","Funny,Story Rich,Choices Matter,Third Person,Shooter,Third-Person Shooter,Exploration,Competitive,Action-Adventure,Dark Humor,Action,Adventure,Aliens,Sci-fi,Space,Atmospheric,Moddable,Combat,Local Multiplayer,Multiple Endings","Single-player,Online PvP,Shared/Split Screen PvP",29.99,670,1829,2499,0,0,0.731892757102841,NA,0,6.50876913697168,7.51207124583547,7.82404601085629,0,0
"Industry Giant 2","Simulation,Strategy","Fancy Bytes, Reactor","Toplitz Productions",2015-08-14,"Windows","Strategy,Simulation,Economy,Management,City Builder","Single-player",9.99,114,745,859,66,247,0.867287543655413,0.267206477732794,0,4.74493212836325,6.61472560020376,6.75693238924755,4.20469261939097,5.51342874616498
"Tribloos 2","Casual,Indie,Strategy","BumpkinBrothers","BumpkinBrothers",2013-01-12,"Windows","Casual,Indie,Strategy,Time Management,Platformer","Single-player",4.99,46,246,292,0,1004,0.842465753424658,0,0,3.85014760171006,5.50938833662798,5.68017260901707,0,6.91274282049318
"Grand Theft Auto V","Action,Adventure","Rockstar North","Rockstar Games",2015-04-14,"Windows","Open World,Action,Multiplayer,Crime,Automobile Sim,Third Person,First-Person,Mature,Shooter,Adventure,Singleplayer,Third-Person Shooter,Racing,Co-op,Sandbox,Atmospheric,Funny,Great Soundtrack,Comedy,Moddable","Single-player,Online PvP,Online Co-op",0,234542,1518229,1752771,133369,360761,0.866187881930954,0.369687965162531,0,12.3653942189284,14.233055740612,14.3767090926949,11.8008824996164,12.7959737401161
"Humanity Asset","Action,Indie","Browny Application","KISS ltd",2014-02-20,"Windows","Action,Indie,Platformer,Side Scroller,Shoot 'Em Up,2D,Metroidvania","Single-player",1.99,346,153,499,0,0,0.306613226452906,NA,0,5.84932477994686,5.03695260241363,6.21460809842219,0,0
"Super Killer Hornet: Resurrection","Indie","Flump Studios","Funbox Media Ltd",2014-02-05,"Windows","Indie,Shoot 'Em Up,Bullet Hell,Arcade,Singleplayer","Single-player",4.99,300,499,799,1,1606,0.624530663329161,0.00062266500622665,0,5.70711026474888,6.21460809842219,6.68461172766793,0.693147180559945,7.38212436573751
"Serena","Adventure,Indie","Senscape","Senscape",2014-01-30,"Windows,macOS,SteamOS,Linu","Horror,Free to Play,Indie,Point & Click,Psychological Horror,Adventure,Story Rich,Dark,Short,First-Person,Mystery,Atmospheric,Multiplayer,Singleplayer,Puzzle,Walking Simulator,Co-op,Hidden Object,Exploration,Romance","Single-player",0,1453,4892,6345,5,869,0.771000788022065,0.00575373993095512,0,7.28207365809346,8.49556089128912,8.75557997214314,1.79175946922805,6.76849321164863
"Torment: Tides of Numenera","Adventure,Indie,RPG,Strategy","inXile Entertainment","inXile Entertainment",2016-01-26,"Windows,macOS,SteamOS,Linu","RPG,Story Rich,Isometric,Adventure,CRPG,Indie,Singleplayer,Choices Matter,Turn-Based Combat,Strategy,Atmospheric,Sci-fi,Fantasy,Turn-Based,Kickstarter,Party-Based RPG,Dark Fantasy,Great Soundtrack,Female Protagonist,Turn-Based Tactics","Single-player",34.99,1221,2891,4112,12,7328,0.70306420233463,0.00163755458515284,0,7.10824413973154,7.96970358327866,8.32190796823042,2.56494935746154,8.89959435992585
"The Incredible Adventures of Van Helsing II","Action,Adventure,Indie,RPG","NeocoreGames","NeocoreGames",2014-05-22,"Windows","RPG,Action,Adventure,Hack and Slash,Action RPG,Indie,Co-op,Steampunk,Multiplayer,Singleplayer,Dungeon Crawler,Isometric,Fantasy,Dark Fantasy,Loot,Vampire,Magic,Funny,Tower Defense,Gothic","Single-player",14.99,754,1682,2436,12,1688,0.69047619047619,0.00710900473933649,0,6.62671774924902,7.42833319419081,7.79852305362521,2.56494935746154,7.4318919168078
"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution","Action,Adventure","CyberConnect2 Co., Ltd.","BANDAI NAMCO Entertainment",2014-09-15,"Windows","Anime,Fighting,Ninja,Action,Adventure,Multiplayer,Online Co-Op,Singleplayer,Great Soundtrack,Co-op,Controller,Third Person,Action RPG,Fantasy,Action-Adventure,PvP,Local Multiplayer,Local Co-Op,Comedy,3D Vision","Single-player",29.99,1294,6943,8237,18,6782,0.842903969891951,0.00265408434090239,0,7.16626597413364,8.84563325634019,9.01651287499603,2.94443897916644,8.82217476094608
"Vertiginous Golf","Indie,Sports","Kinelco & Lone Elk Creative","Fellow Traveller",2014-03-07,"Windows,macOS,SteamOS,Linu","Golf,Steampunk,Mini Golf,Multiplayer,Singleplayer,4 Player Local,Dystopian ,Capitalism,Alternate History,Beautiful,Sports,Local Multiplayer,Simulation,Psychological Horror,Physics,Controller,First-Person,3D,Atmospheric,Indie","Single-player",9.99,464,625,1089,0,0,0.573921028466483,NA,0,6.14203740558736,6.4393503711001,6.99393297522319,0,0
"Counter-Strike Nexon: Studio","Action,Casual,Massively Multiplayer,Free to Play","Valve,NEXON","NEXON",2014-10-07,"Windows","Free to Play,FPS,Zombies,Sandbox,PvE,PvP,Shooter,Horror,Action,Co-op,First-Person,Multiplayer,Survival Horror,Online Co-Op,Funny,Mod,Dark,3D,Gore,Singleplayer","Single-player",0,14028,27624,41652,835,9858,0.663209449726304,0.084702779468452,0,9.54888189471877,10.2264764388201,10.6371286738126,6.7286286130847,9.19614002257504
"Evolve Stage 2","Action,Free to Play","Turtle Rock Studios","2K",2015-02-10,"Windows","Action,Multiplayer,Co-op,FPS,Online Co-Op,Shooter,Team-Based,Survival,Sci-fi,Aliens,PvP,First-Person,Class-Based,Strategy,Atmospheric,Third Person,Tactical,Singleplayer,Stealth,Casual","Single-player",0,14581,33792,48373,12,51099,0.698571517168668,0.000234838255151764,0,9.58754317036638,10.4280089594311,10.7867177582838,2.56494935746154,10.8415397761918
"Game Tycoon 1.5","Simulation,Strategy","Sunlight Games","Sunlight Games",2014-02-11,"Windows","Simulation,Strategy,Management,Economy,Casual","Single-player",0.99,562,100,662,0,1514,0.151057401812689,0,0,6.33327962813969,4.61512051684126,6.49677499018586,0,7.32317071794347
"Hotline Miami 2: Wrong Number","Action,Indie","Dennaton Games","Devolver Digital",2015-03-10,"Windows,macOS,SteamOS,Linu","Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,1980s,Indie,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's","Single-player",14.99,3382,52290,55672,380,18882,0.939251329213967,0.0201249867598771,1,8.12651816878071,10.8645795511148,10.9272505687143,5.9427993751267,9.84601732538158
"Broforce","Action,Adventure,Casual,Indie","Free Lives","Devolver Digital",2015-10-15,"Windows,macOS,SteamOS,Linu","America,Action,Pixel Graphics,Co-op,2D,Local Co-Op,Platformer,Multiplayer,Indie,Shooter,Side Scroller,Local Multiplayer,Funny,Retro,Gore,Comedy,Adventure,Arcade,Casual,Epic","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op",14.99,1666,54125,55791,358,4285,0.970138552813178,0.0835472578763127,1,7.41878088275079,10.8990699408847,10.9293857689154,5.88332238848828,8.36310917603352
"Gods Will Be Watching","Adventure,Indie","Deconstructeam","Devolver Digital",2014-07-24,"Windows,macOS,SteamOS,Linu","Indie,Pixel Graphics,Point & Click,Sci-fi,Story Rich,Adventure,Difficult,Dark,Choices Matter,Thriller,Singleplayer,Puzzle,Atmospheric,Strategy,Survival,Resource Management,2D,Great Soundtrack,Gore,Horror","Single-player",9.99,819,1987,2806,0,0,0.708125445473984,NA,0,6.7093043402583,7.59488438721652,7.93987157636188,0,0
"Darkwood","Action,Adventure,Indie,RPG","Acid Wizard Studio","Acid Wizard Studio",2017-08-17,"Windows,macOS,SteamOS,Linu","Horror,Survival Horror,Survival,Top-Down,Atmospheric,Dark,Open World,Indie,Singleplayer,Lovecraftian,Exploration,RPG,Adventure,Crafting,Action,Psychological Horror,Inventory Management,Gore,Building,Roguelike","Single-player",14.99,928,16620,17548,223,1295,0.947116480510599,0.172200772200772,0,6.83410873881384,9.71842223507111,9.77275224721361,5.41164605185504,7.16703787691222
"Revolution Ace","Action,Adventure,Indie","Laser Guided Games, LLC","Laser Guided Games, LLC",2014-03-19,"Windows","Shoot 'Em Up,Action,Indie,Bullet Hell,Shooter,Local Co-Op,Arcade,Multiplayer,Top-Down,Singleplayer,Adventure,2D,Retro,Anime,Great Soundtrack,Difficult,Sci-fi,Controller","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op",4.99,530,1384,1914,0,0,0.723092998955068,NA,0,6.27476202124194,7.23345541862144,7.55747290161475,0,0
"Murder Miners","Action,Casual,Indie","JForce Games","JForce Games",2014-07-25,"Windows,macOS,SteamOS,Linu","Indie,Voxel,Arena Shooter,Zombies,4 Player Local,Level Editor,Local Multiplayer,Split Screen,Battle Royale,FPS,Shooter,Multiplayer,First-Person,Controller,Competitive,PvP,Co-op,Building,Sandbox,Action","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op",2.99,855,5384,6239,19,1742,0.862958807501202,0.0109070034443169,0,6.75227037614174,8.59137258959049,8.73873546136347,2.99573227355399,7.46336304552002
"Depth","Action,Indie","Digital Confectioners","Digital Confectioners",2014-11-03,"Windows","Shooter,Multiplayer,Underwater,Atmospheric,Team-Based,FPS,Gore,Horror,Survival,Hunting,Co-op,Survival Horror,PvP,Action,Exploration,Adventure,Singleplayer,First-Person,Third Person,Online Co-Op","Single-player,Online PvP",19.99,3939,28634,32573,48,10775,0.879071623737451,0.00445475638051044,0,8.27893600229198,10.262385024828,10.3912697031335,3.89182029811063,9.2850767180902
"Guacamelee! Super Turbo Championship Edition","Action,Adventure,Indie","DrinkBox Studios","DrinkBox Studios",2014-08-21,"Windows","Platformer,2D,Metroidvania,Beat 'em up,Action,Colorful,Indie,Cartoony,Local Co-Op,Adventure,Funny,Difficult,Action-Adventure,Co-op,Singleplayer,4 Player Local,Wrestling,Action RPG,Side Scroller,2D Platformer","Single-player,Shared/Split Screen Co-op",14.99,481,5957,6438,22,2687,0.925287356321839,0.00818756978042427,0,6.1779441140506,8.69249013327323,8.77012852753818,3.13549421592915,7.89655270164304
"Chip","Action,Indie,Strategy","Coatsink","Coatsink",2014-04-25,"Windows","Indie,Puzzle,Strategy,Action,Robots,Casual,Isometric","Single-player",0,199,960,1159,0,0,0.828300258843831,NA,0,5.29831736654804,6.86797440897029,7.05617528410041,0,0
"Canyon Capers","Action,Casual,Indie","CrazyMoo Games","Sunset Sugar Studios",2014-04-25,"Windows","Indie,Casual,Action,Platformer,Retro,Arcade,2D","Single-player",6.99,1052,862,1914,0,1580,0.450365726227795,0,0,6.95939851213398,6.76041469108343,7.55747290161475,0,7.36581283720947
"Z","Action,Strategy","TickTock Games","Rebellion",2014-07-04,"Windows","Strategy,Classic,RTS,Action,Retro,Robots,Singleplayer,Comedy,Old School,2D,Zombies","Single-player",6.99,301,934,1235,11,1066,0.756275303643725,0.0103189493433396,0,5.71042701737487,6.84054652928869,7.11963563801764,2.484906649788,6.97260625130175
"Space Run","Indie,Strategy","Passtech Games","Focus Entertainment",2014-06-13,"Windows,macOS,SteamOS,Linu","Tower Defense,Strategy,Space,Indie,Sci-fi,Adventure,Singleplayer,Action","Single-player",4.99,285,1743,2028,0,0,0.859467455621302,NA,0,5.65599181081985,7.46393660446893,7.61529833982581,0,0
"No Man's Sky","Action,Adventure","Hello Games","Hello Games",2016-08-12,"Windows,macO","Open World,Open World Survival Craft,Space,Exploration,Sci-fi,Survival,Procedural Generation,Adventure,First-Person,Sandbox,Singleplayer,Multiplayer,Atmospheric,Crafting,Space Sim,Indie,Action,Simulation,FPS,VR","Single-player,Online PvP,Online Co-op",59.99,58885,232314,291199,10967,212321,0.797784333050594,0.0516529217552668,0,10.983358650385,12.3558494883484,12.5817655953047,9.30273722124215,12.2658592692655
"Mordheim: City of the Damned","RPG,Strategy","Rogue Factor","Nacon",2015-11-19,"Windows","Tactical,Games Workshop,RPG,Strategy,Turn-Based,Dark Fantasy,Turn-Based Tactics,Turn-Based Combat,Turn-Based Strategy,Multiplayer,Fantasy,Perma Death,Singleplayer,Medieval,Procedural Generation,Board Game,Indie,Controller,Tactical RPG,Competitive","Single-player,Online PvP",19.99,2278,5370,7648,171,2715,0.702144351464435,0.0629834254143646,0,7.73149202924568,8.58876938990546,8.94233019932187,5.14749447681345,7.90691548867859
"Diehard Dungeon","Action,Adventure,Indie,RPG","Tricktale","Tricktale",2012-09-11,"Windows","Action Roguelike,Indie,Action,Roguelike,RPG,Adventure,Roguelite,Retro,Pixel Graphics,Dungeon Crawler,Difficult,Singleplayer,Top-Down,Procedural Generation,2D","Single-player",1.99,124,362,486,0,1142,0.744855967078189,0,0,4.8283137373023,5.89440283426485,6.18826412308259,0,7.04141166379481
"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition","Action","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2014-05-13,"Windows","Hack and Slash,Action,Musou,Historical,Third Person,Great Soundtrack,Local Co-Op,Local Multiplayer,Beat 'em up,Multiplayer,Singleplayer,Action RPG,RPG,Adventure,Fighting,Co-op,JRPG,Strategy,Spectacle fighter,Casual","Single-player,Shared/Split Screen Co-op",49.99,1954,10460,12414,653,3851,0.842597067826647,0.169566346403532,0,7.57814547241947,9.25540933534376,9.42666069794227,6.4831073514572,8.25634777291802
"A Story About My Uncle","Adventure,Casual,Indie","Gone North Games","Coffee Stain Publishing",2014-05-28,"Windows,macOS,SteamOS,Linu","Adventure,First-Person,Parkour,Singleplayer,Indie,Atmospheric,Platformer,Story Rich,Puzzle,3D Platformer,Fantasy,Casual,Short,Sci-fi,Relaxing,Narration,Action,Family Friendly,Great Soundtrack,Difficult","Single-player",14.99,2357,26198,28555,19,189049,0.917457538084399,0.000100503044184312,1,7.76556908109732,10.1734765210818,10.2596223506224,2.99573227355399,12.1497668093191
"Skyborn","Casual,RPG","Dancing Dragon Games","KOMODO",2014-02-21,"Windows,macOS,SteamOS,Linu","RPG,RPGMaker,Steampunk,Female Protagonist,JRPG,Casual,Fantasy,Singleplayer,Indie,Adventure,Retro,Anime,Story Rich,Turn-Based,Great Soundtrack,2D,Pixel Graphics,Strategy","Single-player",14.99,221,1462,1683,2,2229,0.868686868686869,0.000897263346792284,0,5.40267738187228,7.28824440102012,7.42892719480227,1.09861228866811,7.70975686445416
"The Troma Project","Indie,Strategy","Nekrosoft","TopWare Interactive",2015-10-28,"Windows","Indie,Strategy,Horror,Comedy,Isometric","Single-player",7.99,175,186,361,0,0,0.515235457063712,NA,0,5.17048399503815,5.23110861685459,5.89164421182577,0,0
"Millennium - A New Hope","Adventure,Casual,Indie,RPG","Aldorlea Games","Aldorlea Games",2014-04-25,"Windows","JRPG,Story Rich,Replay Value,Female Protagonist,RPG,Exploration,Emotional,RPGMaker,Adventure,Episodic,2D,Anime,Fantasy,Singleplayer,Turn-Based,Pixel Graphics,Strategy,Funny,Top-Down,Immersive","Single-player",5.99,108,304,412,0,0,0.737864077669903,NA,0,4.69134788222914,5.72031177660741,6.02344759296103,0,0
"Aragami","Action,Adventure,Indie","Lince Works","Lince Works",2016-10-04,"Windows,macOS,SteamOS,Linu","Stealth,Ninja,Assassin,Action,Co-op,Indie,Adventure,Multiplayer,Third Person,Singleplayer,Anime,Atmospheric,Great Soundtrack,Online Co-Op,Magic,Blood,Strategy,Violent,Gore,Open World","Single-player,Online Co-op",19.99,1223,11028,12251,33,1679,0.900171414578402,0.0196545562835021,0,7.10987946307227,9.30828344630615,9.41344446795267,3.52636052461616,7.4265490723973
"Creeper World 3: Arc Eternal","Indie,Simulation,Strategy","Knuckle Cracker","Knuckle Cracker",2014-03-27,"Windows,macOS,SteamOS,Linu","Tower Defense,Strategy,Indie,RTS,Singleplayer,Sci-fi,Real-Time with Pause,Simulation,Base Building,Level Editor,Top-Down,Addictive,Resource Management,2D,Survival,Real-Time,Pixel Graphics,Sandbox,Great Soundtrack,Casual","Single-player",14.99,151,4289,4440,212,3265,0.965990990990991,0.0649310872894334,1,5.02388052084628,8.36404201192206,8.3986348552921,5.36129216570943,8.09132127353041
"Adventurer Manager","Casual,Indie,RPG","Vigilant Addiction Studios","BBEW BBEW, LLC",2014-12-04,"Windows,macO","RPG,Indie,Casual,Pixel Graphics,Management,Simulation,Singleplayer,Dwarf,Retro,2D,Turn-Based","Single-player",4.99,226,340,566,0,0,0.600706713780919,NA,0,5.4249500174814,5.83188247728352,6.34035930372775,0,0
"Crea","Action,Adventure,Indie,RPG","Siege Games","Siege Games",2016-06-09,"Windows,SteamOS,Linu","Open World Survival Craft,Sandbox,Crafting,RPG,2D,Adventure,Survival,Indie,Multiplayer,Action,Building,Pixel Graphics,Open World,Co-op,Side Scroller,Moddable,Platformer,Singleplayer,Memes,Great Soundtrack","Single-player,Online PvP,Online Co-op",14.99,319,1056,1375,0,0,0.768,NA,0,5.76832099579377,6.96318998587024,7.22693601849329,0,0
"Dark Shadows - Army of Evil","Action,Indie,RPG","Burian Media Enterprises","Volens Nolens Games",2014-03-11,"Windows","Indie,Action,RPG,First-Person,Fantasy,FPS,Adventure,Action RPG,Hack and Slash,Medieval,Singleplayer,Anime,Gore,Casual,Horror,Free to Play,Pixel Graphics,Dog,Dark Fantasy,Violent","Single-player",4.99,196,96,292,0,0,0.328767123287671,NA,0,5.28320372873799,4.57471097850338,5.68017260901707,0,0
"Creativerse","Action,Adventure,Casual,Indie,Massively Multiplayer,RPG,Simulation","Playful Corp.","Playful Corp.",2017-05-08,"Windows","Exploration,Sandbox,Voxel,Building,Crafting,Survival,Adventure,Open World Survival Craft,First-Person,Fantasy,Indie,Multiplayer,Family Friendly,Singleplayer,Online Co-Op,RPG,Action-Adventure,Open World,Third Person,Co-op","Single-player,Online PvP,Online Co-op,LAN Co-op",24.99,6853,24216,31069,63,10880,0.779426437928482,0.00579044117647059,0,8.83258770243455,10.0948101448605,10.3439980023871,4.15888308335967,9.29477342795101
