"NAME","GENRES","DEVELOPER","PUBLISHER","RELEASE DATE","PLATFORMS","TAGS","SP/COOP/MP","BASE PRICE","NEGATIVE REVIEWS","POSITIVE REVIEWS","TOTAL REVIEWS","24-HR PEAK (2/28)","ALL TIME PEAK","positive_review_rate","peak_ratio","success","log_negative_reviews","log_positive_reviews","log_total_reviews","log_peak","log_all_time_peak"
"X Rebirth","Action,Simulation","Egosoft","Egosoft",2013-11-15,"Windows,macOS,SteamOS,Linu","Simulation,Space,Sci-fi,Action,Space Sim,Sandbox,Singleplayer,Open World,Economy,Trading,Strategy,Exploration,Moddable,Atmospheric,Adventure,Great Soundtrack,Management,First-Person,Shooter,FPS","Single-player",29.99,4111,3145,7256,28,14664,0.433434399117971,0.00190943807965085,0,8.321664807135,8.05388708361822,8.88972179927814,3.36729582998647,9.59321898141155
"Natural Selection 2","Action,Indie,Strategy","Unknown Worlds Entertainment","Unknown Worlds Entertainment",2012-10-30,"Windows","Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Tactical,Moddable,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure","Online PvP",4.99,1889,11012,12901,153,9429,0.853577242074258,0.0162265351574928,0,7.54433210805369,9.30683167216494,9.46513761709219,5.03695260241363,9.1516513756275
"BioShock Infinite","Action","Irrational Games,Virtual Programming (Linux)","2K",2013-03-25,"Windows,macOS,SteamOS,Linu","FPS,Story Rich,Action,Singleplayer,Steampunk,Atmospheric,Shooter,First-Person,Beautiful,Alternate History,Adventure,Great Soundtrack,Dystopian ,Sci-fi,Time Travel,Fantasy,Gore,Linear,RPG,Immersive","Single-player",29.99,8321,126997,135318,503,65198,0.938507811229844,0.00771496058161293,1,9.02665788954289,11.7519266172852,11.8153902329767,6.22257626807137,11.0851994103738
"Borderlands Game of the Year","Action,RPG","Gearbox Software","2K",2023-08-31,"Windows","Looter Shooter,FPS,Co-op,RPG,Action,Loot,Shooter,Online Co-Op,First-Person,Open World,Comedy,Multiplayer,Sci-fi,Post-apocalyptic,Singleplayer,Action RPG,Funny,Dark Humor,Adventure,Gore","Single-player",29.99,2908,28177,31085,0,0,0.90645005629725,NA,0,7.9755646584952,10.2462968106132,10.3445128360428,0,0
"Dragon Nest","Action,Free to Play,Massively Multiplayer,RPG","Eyedentity Games Inc.","Eyedentity Games Inc.",2012-12-18,"Windows","Free to Play,Action,RPG,Anime,Massively Multiplayer,MMORPG,Fantasy,Hack and Slash,Dragons,Multiplayer,Adventure,Dungeon Crawler,Open World,Third Person","Single-player",0,630,1649,2279,17,1754,0.723562966213251,0.0096921322690992,0,6.44730586254121,7.40853056689463,7.73193072194849,2.89037175789616,7.47022413589997
"Grand Theft Auto IV: The Complete Edition","Action,Adventure","Rockstar North,Rockstar Toronto","Rockstar Games",2020-03-24,"Windows","Open World,Action,Automobile Sim,Multiplayer,Crime,Third Person,Adventure,Singleplayer,Third-Person Shooter,Sandbox,Moddable,Shooter,Physics,Atmospheric,Classic,Funny,Dark Humor,Gore,Co-op,Satire","Single-player",19.99,27968,120970,148938,3026,11696,0.812217164189126,0.258720930232558,0,10.2388520329648,11.7033061264321,11.911292105129,8.01532730902172,9.36708767765071
"GROUND BRANCH","Action,Indie,Simulation,Early Access","BlackFoot Studios","MicroProse Software",2018-08-14,"Windows","Tactical,Realistic,Military,FPS,Shooter,Multiplayer,Simulation,Singleplayer,Action,Co-op,First-Person,Gun Customization,Indie,Early Access,War,Online Co-Op,Team-Based,Strategy,Atmospheric,Sandbox","Single-player,Online PvP,Online Co-op",29.99,1584,15836,17420,421,1667,0.909070034443169,0.25254949010198,1,7.36833968631138,9.67010425349173,9.76543165404016,6.04500531403601,7.41938058291869
"Sniper: Ghost Warrior 2","Action","City Interactive","CI Games",2013-03-11,"Windows","Sniper,Action,FPS,Multiplayer,Shooter,Stealth,Singleplayer,First-Person,Military,Tactical,Open World,Co-op,Adventure,Strategy,Online Co-Op,Bullet Time,Simulation,Controller,Difficult,Atmospheric","Single-player",9.99,4266,12951,17217,0,0,0.752221641400941,NA,0,8.358666283188,9.46900549535747,9.7537106272179,0,0
"Trine 2: Complete Story","Action,Adventure,Indie","Frozenbyte","Frozenbyte",2013-06-06,"Windows,macOS,SteamOS,Linu","Puzzle Platformer,Platformer,Adventure,Action,Beautiful,2D Platformer,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Multiplayer,Physics,Great Soundtrack,Singleplayer,Atmospheric,2D,Casual,RPG","Single-player,Online Co-op,Shared/Split Screen Co-op",4.99,951,20239,21190,0,0,0.955120339782916,NA,1,6.85856503479136,9.9154161234014,9.96133184222057,0,0
"RIFT","Action,Adventure,Massively Multiplayer,RPG,Free to Play","gamigo US Inc.","gamigo US Inc.",2013-10-24,"Windows","Free to Play,MMORPG,RPG,Fantasy,Open World,Old School,Nostalgia,Massively Multiplayer,Multiplayer,Adventure,Action,Character Customization,Co-op,PvP,Online Co-Op,Magic,Crafting,Third Person,Survival,3D","Online PvP,Online Co-op",0,2817,8111,10928,184,11647,0.742221815519766,0.0157980595861595,0,7.94378269245863,9.00109972583097,9.29917508567667,5.22035582507832,9.36288977043647
"FINAL FANTASY VII","RPG","Square Enix","Square Enix",2013-07-04,"Windows","JRPG,RPG,Classic,Turn-Based,Story Rich,Singleplayer,Great Soundtrack,Fantasy,Retro,Adventure,Party-Based RPG,Epic,Sci-fi,Open World,Cyberpunk,Atmospheric,Exploration,Dystopian ,1990's,Strategy","Single-player",11.99,1752,23206,24958,768,6424,0.929802067473355,0.119551681195517,0,7.46908388492123,10.0522092362828,10.1249897575782,6.64509096950564,8.76795190976342
"FINAL FANTASY VIII","RPG","Square Enix","Square Enix",2013-12-05,"Windows","JRPG,RPG,Classic,Singleplayer,Great Soundtrack,Turn-Based,Story Rich,Fantasy,Card Game,Sci-fi,Adventure,Open World,Retro,Nostalgia,Romance,Atmospheric,1990's,Action,Epic,Controller","Single-player",11.99,996,7667,8663,145,4457,0.885028281195891,0.0325330940094234,0,6.90475076996184,8.94481110416553,9.06693178868083,4.98360662170834,8.40245551394581
"FINAL FANTASY XIV Online","Massively Multiplayer,RPG","Square Enix","Square Enix",2014-02-18,"Windows","MMORPG,RPG,Massively Multiplayer,Fantasy,Character Customization,JRPG,Story Rich,Open World,Multiplayer,Adventure,Magic,Third Person,Co-op,Action,Atmospheric,Exploration,Action RPG,Online Co-Op,Female Protagonist,Crafting","Single-player,Online PvP,Online Co-op",19.99,8316,63439,71755,26449,95102,0.884105637237823,0.278111921936447,0,9.02605689186869,11.0578498563087,11.181026753819,10.1830114372864,11.4627157937772
"Ultra Street Fighter® IV","Action","Capcom","Capcom",2014-08-07,"Windows","Fighting,Arcade,Competitive,2D Fighter,Local Multiplayer,Action,Multiplayer,Controller,eSports,Difficult,Classic,Anime,Great Soundtrack,2.5D,Singleplayer,2D,Beat 'em up,Local Co-Op,Adventure,3D Vision","Single-player,Shared/Split Screen PvP",14.99,1489,12734,14223,0,0,0.895310412711805,NA,0,7.30653139893951,9.45210938741356,9.56268595775369,0,0
"Borderlands 2","Action,RPG","Gearbox Software,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux)",2012-09-17,"Windows,macOS,SteamOS,Linu","Loot,Shooter,Action,Multiplayer,Co-op,Looter Shooter,FPS,RPG,First-Person,Funny,Comedy,Open World,Combat,Online Co-Op,Adventure,Action RPG,Dark Humor,Singleplayer,Memes,Sci-fi","Single-player",19.99,17207,263318,280525,4491,123596,0.938661438374476,0.0363361273827632,1,9.75312967094757,12.481121503914,12.5444216912714,8.41005331585833,11.7247815518665
"Carrier Command: Gaea Mission","Action,Strategy","Bohemia Interactive","Bohemia Interactive",2012-09-28,"Windows","Strategy,Action,RTS,Naval Combat,Sci-fi,Naval,Tactical,Open World,Singleplayer,Simulation,Remake,FPS","Single-player",32.99,574,523,1097,5,1244,0.476754785779398,0.00401929260450161,0,6.35437004079735,6.26149168432104,7.00124562206948,1.79175946922805,7.12689080889881
"The Bureau: XCOM Declassified","Action","2K Marin","2K",2013-08-19,"Windows,macO","Action,Sci-fi,Tactical,Third-Person Shooter,Singleplayer,Third Person,Aliens,Strategy,Shooter,RPG,Atmospheric,Adventure,Cold War,Story Rich,Multiplayer,Open World,Noir,Stealth,Retro,War","Single-player",19.99,3442,8079,11521,28,7312,0.701241211700373,0.00382932166301969,0,8.14409846333852,8.99714715151514,9.35201353029233,3.36729582998647,8.89740886527095
"Sid Meier's Civilization®: Beyond Earth™","Strategy","Firaxis Games,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux)",2014-10-23,"Windows,macOS,SteamOS,Linu","Strategy,Turn-Based Strategy,Sci-fi,Space,4X,Turn-Based,Multiplayer,Futuristic,Singleplayer,Aliens,Tactical,Hex Grid,Grand Strategy,Replay Value,Exploration,Atmospheric,Moddable,Adventure,Simulation,Action","Single-player",39.99,8838,13058,21896,0,0,0.596364632809646,NA,0,9.08692902706095,9.47723283022041,9.99410492011974,0,0
"Nidhogg","Action,Indie,Sports","Messhof","Messhof",2014-01-13,"Windows,macO","Local Multiplayer,Indie,Swordplay,Fighting,Action,Multiplayer,Pixel Graphics,2D Fighter,PvP,2D,Party Game,Fast-Paced,Sports,Competitive,Funny,Controller,Local Co-Op,Platformer,Great Soundtrack,GameMaker","Single-player,Online PvP,Shared/Split Screen PvP",9.99,775,6727,7502,13,2136,0.896694214876033,0.00608614232209738,0,6.65415252018322,8.81403320165278,8.92305821954573,2.63905732961526,7.66715825531915
"Defy Gravity Extended","Action,Casual,Indie","Paul Fisch","Fish Factory Games",2016-03-18,"Windows","Puzzle Platformer,Platformer,Indie,Puzzle,Space,2D,Singleplayer,Action,Difficult,Casual,Sci-fi,Great Soundtrack,Female Protagonist,Physics,Retro,Arcade,Shooter,Funny,Multiplayer,Third Person","Single-player",1.99,1197,7394,8591,0,0,0.860668141077872,NA,0,7.08840877867539,8.9085593751449,9.05858681674865,0,0
"ORION: Prelude","Action,Adventure,Indie,RPG","DANKIE","DANKIE",2013-04-16,"Windows","Dinosaurs,Action,FPS,Multiplayer,Online Co-Op,Co-op,Shooter,Adventure,Indie,Open World,Sci-fi,First-Person,Team-Based,Third-Person Shooter,Singleplayer,PvP,Mechs,Epic,Third Person,Strategy","Single-player,Online PvP,Online Co-op",0.99,7091,21594,28685,11,7876,0.752797629423043,0.00139664804469274,0,8.8667226671941,9.9802170853948,10.2641644778542,2.484906649788,8.97170239970333
"Arma 3","Action,Simulation,Strategy","Bohemia Interactive","Bohemia Interactive",2013-09-12,"Windows,macO","Military,Action,Multiplayer,Simulation,Shooter,Realistic,First-Person,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online Co-Op,Team-Based,Third-Person Shooter","Single-player,Online PvP,Online Co-op,LAN Co-op",29.99,24842,236570,261412,12878,56185,0.904969932520313,0.229207083741212,1,10.1203313017018,12.3740036532762,12.4738568111468,9.46335335689267,10.9364228945284
"Project Zomboid","Indie,RPG,Simulation,Early Access","The Indie Stone","The Indie Stone",2013-11-08,"Windows,macOS,SteamOS,Linu","Survival,Zombies,Open World,Open World Survival Craft,Multiplayer,Sandbox,Post-apocalyptic,Co-op,Crafting,Indie,Building,Simulation,RPG,Survival Horror,Realistic,Isometric,Singleplayer,2D,Adventure,Early Access","Single-player,Online PvP,Online Co-op,Shared/Split Screen Co-op",19.99,16387,261403,277790,24221,65379,0.941009395586594,0.370470640419707,1,9.70430463866676,12.473822382274,12.5346243113694,10.095016590081,11.0879716802782
"Neverwinter","Action,Adventure,Massively Multiplayer,RPG,Free to Play","Cryptic Studios","Gearbox Publishing",2013-12-05,"Windows","Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Fantasy,Action,Open World,Character Customization,Dungeons & Dragons,Co-op,PvP,Dragons,Action RPG,PvE,Third Person,Hack and Slash,Atmospheric,Zombies","Single-player,Online PvP,Online Co-op",0,8388,28947,37335,1092,14822,0.775331458417035,0.0736742679800297,0,9.03467660284629,10.273256395986,10.5277132876297,6.99668148817654,9.60393530751386
"Monaco: What's Yours Is Mine","Action,Adventure,Casual,Indie,Strategy","Pocketwatch Games","Humble Games",2013-04-24,"Windows,macOS,SteamOS,Linu","Co-op,Stealth,Indie,Heist,Local Co-Op,Strategy,Online Co-Op,Top-Down,Action,Multiplayer,Crime,Casual,Great Soundtrack,Adventure,Pixel Graphics,Local Multiplayer,Controller,2D,Singleplayer,Loot","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op",14.99,796,7690,8486,0,0,0.906198444496818,NA,0,6.68085467879022,8.94780609305705,9.04629085996968,0,0
"Owlboy","Action,Adventure,Indie","D-Pad Studio","D-Pad Studio",2016-11-01,"Windows,macOS,SteamOS,Linu","Pixel Graphics,Adventure,Indie,Metroidvania,Great Soundtrack,Platformer,2D,Story Rich,Atmospheric,Action,Fantasy,Puzzle Platformer,Singleplayer,Retro,Action-Adventure,Flight,Funny,Cute,Open World,RPG","Single-player",19.99,898,4733,5631,11,1287,0.840525661516604,0.00854700854700855,0,6.80128303447162,8.46252579007393,8.63621989783788,2.484906649788,7.1608459066643
"Worms Revolution","Strategy","Team17 Digital Ltd","Team17 Digital Ltd",2012-10-10,"Windows","Strategy,Multiplayer,Funny,Turn-Based Strategy,Turn-Based,Local Multiplayer,Comedy,Local Co-Op,Physics,Singleplayer,Tactical,Action,Co-op,2.5D,Team-Based,Family Friendly,Classic,Side Scroller,4 Player Local,2D","Single-player",14.99,1073,7264,8337,140,7770,0.871296629483027,0.018018018018018,0,6.97914527506881,8.89082357600438,9.02857865844074,4.94875989037817,8.95815413520924
"Batman: Arkham City - Game of the Year Edition","Action,Adventure","Rocksteady Studios","WB Games",2012-09-07,"Windows","Action,Open World,Stealth,Superhero,Adventure,Third Person,Singleplayer,Beat 'em up,Comic Book,Detective,Story Rich,Atmospheric,Fighting,Action-Adventure,Cinematic,Controller,3D Vision,Metroidvania,Sandbox,Great Soundtrack","Single-player",19.99,2362,56682,59044,0,0,0.95999593523474,NA,1,7.76768727718691,10.9452296211266,10.9860551440354,0,0
"A Game of Dwarves","Casual,Strategy","Zeal Game Studio","Paradox Interactive",2012-10-23,"Windows","Strategy,Casual,City Builder,Dwarf,Fantasy,Building,Simulation,Crafting,Singleplayer","Single-player",9.99,191,336,527,0,0,0.637571157495256,NA,0,5.25749537202778,5.82008293035236,6.26909628370626,0,0
"XCOM: Enemy Unknown","Strategy","Firaxis Games,Feral Interactive (Linux)","2K,Feral Interactive (Linux)",2012-10-08,"Windows,SteamOS,Linu","Turn-Based Strategy,Tactical,Strategy,Sci-fi,Turn-Based,Aliens,Singleplayer,Base Building,Turn-Based Tactics,Unforgiving,Replay Value,Addictive,Character Customization,Perma Death,Multiplayer,Difficult,RPG,Action,Atmospheric,Futuristic","Single-player",29.99,3012,50310,53322,1179,70560,0.943512996511759,0.0167091836734694,1,8.0106915391303,10.8259790200519,10.8841230367759,7.07326971745971,11.1642328629158
"Torchlight II","Action,Adventure,Indie,RPG","Runic Games","Gearbox Publishing",2012-09-20,"Windows,macOS,SteamOS,Linu","RPG,Action RPG,Hack and Slash,Loot,Dungeon Crawler,Co-op,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Isometric,Replay Value,Steampunk,Atmospheric,Cartoon","Single-player",14.99,3058,39995,43053,346,54010,0.928971267972034,0.00640622107017219,1,8.0258433441509,10.5965347280957,10.6702104207544,5.84932477994686,10.8969430085053
"Wolfenstein: The New Order","Action","MachineGames","Bethesda Softworks",2014-05-19,"Windows","FPS,Action,Shooter,Alternate History,Singleplayer,Gore,First-Person,Atmospheric,World War II,Story Rich,Sci-fi,Stealth,War,Old School,Adventure,Great Soundtrack,Dystopian ,Robots,Epic,Historical","Single-player",19.99,4529,47165,51694,388,11808,0.912388284907339,0.0328590785907859,1,8.41847721847708,10.7614285730218,10.8531163440208,5.96357934361845,9.37661723160128
"Impire","Strategy","Cyanide Montreal","Paradox Interactive",2013-02-14,"Windows","Strategy,Fantasy,Villain Protagonist,Singleplayer","Single-player",0,241,196,437,0,2540,0.448512585812357,0,0,5.48893772615669,5.28320372873799,6.08221891037645,0,7.84031298332016
"Call of Duty®: Black Ops II","Action","Treyarch","Activision",2012-11-12,"Windows","Action,Multiplayer,FPS,Shooter,First-Person,Singleplayer,Co-op,War,Online Co-Op,Team-Based,Futuristic,Controller,Survival,Tactical,Adventure,Great Soundtrack,Sci-fi,Horror,Massively Multiplayer,Atmospheric","Single-player",49.99,6058,37993,44051,0,0,0.862477582801752,NA,0,8.70930004894499,10.545183531505,10.6931260332848,0,0
"Call of Duty®: Black Ops II","Action","Treyarch","Activision",2012-11-12,"Windows","Action,Multiplayer,FPS,Shooter,First-Person,Singleplayer,Co-op,War,Online Co-Op,Team-Based,Futuristic,Controller,Survival,Tactical,Adventure,Great Soundtrack,Sci-fi,Horror,Massively Multiplayer,Atmospheric","Single-player",49.99,6058,37993,44051,0,0,0.862477582801752,NA,0,8.70930004894499,10.545183531505,10.6931260332848,0,0
"Hitman: Absolution™","Action","Io-Interactive A/S","Io-Interactive A/S",2012-11-19,"Windows","Stealth,Action,Third Person,Assassin,Singleplayer,Third-Person Shooter,Tactical,Shooter,Replay Value,Crime,Story Rich,Multiplayer,Cinematic,Difficult,Atmospheric,Adventure,Strategy,Score Attack,Linear,Controller","Single-player",0,3594,42811,46405,0,0,0.922551449197285,NA,0,8.18729927015515,10.6645737161043,10.7451840401993,0,0
"Tomb Raider","Action,Adventure","Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Nixxes","Crystal Dynamics,Feral Interactive (Mac)",2013-03-04,"Windows,macO","Adventure,Action,Female Protagonist,Third Person,Singleplayer,Story Rich,Third-Person Shooter,Multiplayer,Exploration,Action-Adventure,Quick-Time Events,Atmospheric,Shooter,Puzzle,Stealth,Cinematic,Platformer,RPG,Reboot,3D Vision","Single-player",1.99,8870,221578,230448,833,89494,0.961509754912171,0.00930788656222764,1,9.09054280852059,12.3085344640218,12.3477848588032,6.72623340235875,11.4019380367806
"America's Army: Proving Grounds","Action,Free to Play","U.S. Army","U.S. Army",2015-10-01,"Windows","Free to Play,FPS,Action,Multiplayer,Military,Shooter,Tactical,First-Person,America,Singleplayer,War,Realistic,Open World,Co-op,Simulation,Strategy,Massively Multiplayer,Survival,Adventure,Atmospheric","Single-player",0,2273,8463,10736,209,3040,0.788282414307005,0.06875,0,7.72929567431048,9.04357715409808,9.28145099943413,5.34710753071747,8.01994168767737
"King's Bounty: Warriors of the North","RPG,Strategy","Fulqrum Publishing","Fulqrum Publishing",2012-10-25,"Windows,macO","RPG,Strategy,Turn-Based Strategy,Tactical,Turn-Based,Strategy RPG,Fantasy,Tactical RPG,Vikings,Hex Grid,Adventure,Singleplayer","Single-player",1.99,307,1360,1667,111,2198,0.815836832633473,0.0505004549590537,0,5.73009978297357,7.21597500265147,7.41938058291869,4.71849887129509,7.69575799055476
"The Bridge","Adventure,Casual,Indie,Strategy","Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild","The Quantum Astrophysicists Guild",2013-02-22,"Windows,macOS,SteamOS,Linu","Puzzle Platformer,Hand-drawn,Surreal,2D,Physics,Puzzle,Emotional,Singleplayer,Logic,Indie,Strategy,Platformer,Difficult,Atmospheric,Casual,Adventure,Stylized,Abstract,Philosophical,Dark","Single-player",9.99,532,3654,4186,5,970,0.872909698996655,0.00515463917525773,0,6.27852142416584,8.20385137218388,8.33973976601914,1.79175946922805,6.87832646829133
"Castle Crashers®","Action,Adventure,Casual,Indie,RPG","The Behemoth","The Behemoth",2012-09-26,"Windows,macO","2D,Online Co-Op,Co-op,Beat 'em up,Hack and Slash,Funny,Adventure,4 Player Local,Local Co-Op,Multiplayer,Local Multiplayer,Action,Singleplayer,Medieval,Cartoony,Cute,Comedy,RPG,Arcade,Casual","Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op",14.99,4069,103671,107740,0,0,0.962233153888992,NA,1,8.31139827843664,11.5489873481153,11.5874854777953,0,0
"Call of Juarez: Gunslinger","Action","Techland","Techland Publishing",2013-05-22,"Windows","Western,FPS,Action,Shooter,Singleplayer,Story Rich,Bullet Time,Comedy,First-Person,Narration,Adventure,Dynamic Narration,Funny,Violent,Atmospheric,Arcade,Gore,America,Historical,Alternate History","Single-player",14.99,1771,34436,36207,0,0,0.951086806418648,NA,1,7.47986413116503,10.4468868467336,10.4970353678733,0,0
"Infested Planet","Action,Indie,Strategy","Rocket Bear Games","Rocket Bear Games",2014-03-06,"Windows","Strategy,Action,Tower Defense,Indie,RTS,Singleplayer,Top-Down,Sci-fi,Aliens,Tactical,2D,Real-Time with Pause,Gore","Single-player",14.99,180,2670,2850,12,1252,0.936842105263158,0.00958466453674121,0,5.19849703126583,7.89020821310996,7.95542508891267,2.56494935746154,7.13329595489607
"Retro City Rampage™ DX","Action,Adventure,Indie,Racing","Vblank Entertainment, Inc.","Vblank Entertainment, Inc.",2014-11-11,"Windows,macOS,SteamOS,Linu","Action,Open World,Retro,Pixel Graphics,Indie,Adventure,1980s,Parody ,Comedy,Funny,Satire,2D,Top-Down,Singleplayer,Crime,Racing,Violent,Great Soundtrack,Shooter,Sandbox","Single-player",14.99,278,2069,2347,0,0,0.881550916063059,NA,0,5.63121178182137,7.63530388625941,7.76131918094799,0,0
"Dishonored","Action,Adventure","Arkane Studios","Bethesda Softworks",2012-10-08,"Windows","Stealth,First-Person,Assassin,Action,Steampunk,Singleplayer,Atmospheric,Story Rich,Multiple Endings,Adventure,Dark,Magic,Dystopian ,FPS,RPG,Replay Value,Immersive Sim,Fantasy,Open World,Shooter","Single-player",0,1841,75716,77557,438,19930,0.976262619750635,0.0219769192172604,1,7.51860721681525,11.234757984887,11.2587813225362,6.08449941307517,9.90003158756274
"Rocksmith™","Casual,Simulation","Ubisoft - San Francisco","Ubisoft",2012-10-16,"Windows","Music,Simulation,Education,Casual,Rhythm,Singleplayer","Single-player",35.93,111,1208,1319,0,0,0.915845337376801,NA,0,4.71849887129509,7.09754885061479,7.18538701558042,0,0
"Jet Set Radio","Action","Blit Software","SEGA",2012-09-19,"Windows","Great Soundtrack,Classic,Action,3D Platformer,Singleplayer,Colorful,Platformer,Stylized,Arcade,Parkour,Cult Classic,Third Person,Music,Controller,Atmospheric,Retro,Skating,Sports,Open World,Anime","Single-player",7.99,913,6616,7529,28,2035,0.878735555850711,0.0137592137592138,0,6.81783057145415,8.79739737401206,8.92665032079394,3.36729582998647,7.61874237767041
"Gunpoint","Action,Indie,Strategy","Suspicious Developments","Suspicious Developments",2013-06-03,"Windows,macOS,SteamOS,Linu","Stealth,Indie,Puzzle,2D,Pixel Graphics,Singleplayer,Comedy,Action,Strategy,Noir,Platformer,Great Soundtrack,Funny,Short,Hacking,Level Editor,GameMaker,Story Rich,Adventure,Sci-fi","Single-player",9.99,308,12255,12563,0,0,0.97548356284327,NA,1,5.73334127689775,9.41377089198037,9.43859086065854,0,0
"Saints Row IV: Re-Elected","Action,Adventure","Deep Silver Volition","Deep Silver",2013-08-19,"Windows,SteamOS,Linu","Open World,Action,Comedy,Co-op,Third-Person Shooter,Superhero,Character Customization,Sandbox,Funny,Third Person,Adventure,Online Co-Op,Aliens,Parody ,Multiplayer,Great Soundtrack,Singleplayer,Sci-fi,Dark Humor,Female Protagonist","Single-player,Online Co-op",19.99,8984,67679,76663,0,0,0.882811786650666,NA,0,9.10331179921766,11.1225459942801,11.2471875160236,0,0
"AirMech","Action,Indie,Strategy,Free to Play","Carbon Games","Carbon Games",2018-03-30,"Windows","Free to Play,Strategy,Multiplayer,Mechs,RTS,MOBA,Action,Robots,Online Co-Op,Indie,Co-op,Sci-fi,PvP,Shooter,Massively Multiplayer,Singleplayer,Early Access,Adventure,Fast-Paced,RPG","Single-player,Online PvP,Online Co-op",19.99,1646,8738,10384,56,2336,0.841486902927581,0.023972602739726,0,7.40671073017764,9.07555104562754,9.24811773631021,4.04305126783455,7.75662333453886
"SpeedRunners","Action,Casual,Indie,Racing,Sports","DoubleDutch Games","tinyBuild",2016-04-19,"Windows,macOS,SteamOS,Linu","Multiplayer,Racing,Local Multiplayer,Indie,Competitive,Fast-Paced,Platformer,Action,2D,4 Player Local,Funny,Parkour,Sports,Controller,Local Co-Op,Co-op,Level Editor,Singleplayer,Arcade,Superhero","Single-player,Online PvP,Shared/Split Screen PvP",0,2166,33526,35692,252,17131,0.939314132018379,0.0147101745373884,1,7.68109900153636,10.4201063633429,10.4827098701105,5.53338948872752,9.74870333873526
"DOOM 3","Action","id Software","Bethesda Softworks",2012-10-15,"Windows","FPS,Horror,Action,Shooter,Classic,Sci-fi,First-Person,Singleplayer,Multiplayer,Demons,Gore,Dark,Zombies,Space,Mars,Atmospheric,Survival Horror,Great Soundtrack,Survival,3D Vision","Single-player",9.99,1365,8673,10038,0,0,0.864016736401674,NA,0,7.21964204013074,9.06808532439531,9.21423278669153,0,0
"Assassin’s Creed® III","Adventure","Ubisoft Montreal","Ubisoft",2012-11-20,"Windows","Adventure,Open World,Action,Assassin,Parkour,Stealth,Third Person,Historical,Multiplayer,America,Singleplayer,Story Rich,Hunting,Atmospheric,Action-Adventure,Sandbox,Alternate History,Conspiracy,Controller,3D","Single-player",0,3622,10423,14045,0,0,0.742114631541474,NA,0,8.19505769089508,9.25186611880468,9.55009293671897,0,0
"Omerta - City of Gangsters","Simulation,Strategy","Haemimont Games","Kalypso Media Digital",2013-01-31,"Windows","Crime,Strategy,Management,Simulation,Turn-Based Strategy,Turn-Based,RPG,Turn-Based Combat,Singleplayer,Tactical,Multiplayer,Historical,Sandbox,Turn-Based Tactics,Atmospheric,Open World","Single-player",14.99,762,1496,2258,18,3983,0.662533215234721,0.00451920662816972,0,6.63725803128446,7.31121838441963,7.722677516468,2.94443897916644,8.29004161870449
"Batman™: Arkham Knight","Action,Adventure","Rocksteady Studios","WB Games",2015-06-23,"Windows","Action,Open World,Superhero,Stealth,Adventure,Third Person,Singleplayer,Detective,Fighting,Story Rich,Atmospheric,Dark,Comic Book,Beat 'em up,Puzzle,Mature,Sandbox,Horror,Strategy,Epic","Single-player",19.99,15139,100770,115909,4259,25623,0.869388917167778,0.166217851149358,0,9.62509552699144,11.5206058948136,11.6605693068828,8.35702443926342,10.151284691289
"Batman™: Arkham Origins","Action,Adventure","WB Games Montreal,Splash Damage","Warner Bros. Interactive Entertainment",2013-10-24,"Windows","Action,Open World,Superhero,Adventure,Third Person,Stealth,Singleplayer,Multiplayer,Fighting,Beat 'em up,Comic Book,Detective,Story Rich,Atmospheric,Action-Adventure,Controller,3D Vision,Sandbox,Third-Person Shooter,RPG","Single-player",19.99,5434,42942,48376,1268,24938,0.887671572680668,0.0508460983238431,0,8.60061479955531,10.6676289339201,10.7867797731467,7.14598446771439,10.1241881221992
"Call of Duty®: Ghosts","Action","Infinity Ward","Activision",2014-03-25,"Windows","Dog,FPS,Action,Multiplayer,Shooter,First-Person,Singleplayer,Military,War,Co-op,Online Co-Op,America,Linear,Fast-Paced,Hacking,Survival Horror,Tactical,Futuristic,Team-Based,Competitive","Single-player",49.99,10934,18859,29793,0,0,0.633001040512872,NA,0,9.29972393311087,9.84479855618745,10.3020623099395,0,0
